Code,Name
005930,삼성전자
000660,SK하이닉스
373220,LG에너지솔루션
207940,삼성바이오로직스
005935,삼성전자우
005380,현대차
105560,KB금융
034020,두산에너빌리티
329180,HD현대중공업
000270,기아
068270,셀트리온
012450,한화에어로스페이스
402340,SK스퀘어
055550,신한지주
028260,삼성물산
035420,NAVER
042660,한화오션
015760,한국전력
032830,삼성생명
009540,HD한국조선해양
012330,현대모비스
267260,HD현대일렉트릭
010130,고려아연
035720,카카오
086790,하나금융지주
051910,LG화학
005490,POSCO홀딩스
006400,삼성SDI
000810,삼성화재
010140,삼성중공업
316140,우리금융지주
096770,SK이노베이션
138040,메리츠금융지주
011200,HMM
009150,삼성전기
064350,현대로템
003670,포스코퓨처엠
034730,SK
033780,KT&G
298040,효성중공업
024110,기업은행
267250,HD현대
066570,LG전자
000150,두산
010120,LS ELECTRIC
018260,삼성에스디에스
030200,KT
006800,미래에셋증권
352820,하이브
003550,LG
086280,현대글로비스
259960,크래프톤
042700,한미반도체
017670,SK텔레콤
326030,SK바이오팜
047810,한국항공우주
323410,카카오뱅크
003230,삼양식품
007660,이수페타시스
0126Z0,삼성에피스홀딩스
000100,유한양행
278470,에이피알
047050,포스코인터내셔널
005830,DB손해보험
010620,HD현대미포
071050,한국금융지주
010950,S-Oil
272210,한화시스템
443060,HD현대마린솔루션
079550,LIG넥스원
003490,대한항공
161390,한국타이어앤테크놀로지
005940,NH투자증권
090430,아모레퍼시픽
039490,키움증권
000720,현대건설
016360,삼성증권
180640,한진칼
005387,현대차2우B
377300,카카오페이
032640,LG유플러스
029780,삼성카드
021240,코웨이
034220,LG디스플레이
000880,한화
128940,한미약품
011070,LG이노텍
088980,맥쿼리인프라
064400,LG씨엔에스
006260,LS
241560,두산밥캣
307950,현대오토에버
078930,GS
001040,CJ
066970,엘앤에프
028050,삼성E&A
454910,두산로보틱스
138930,BNK금융지주
009830,한화솔루션
251270,넷마블
175330,JB금융지주
005385,현대차우
036570,엔씨소프트
051900,LG생활건강
450080,에코프로머티
271560,오리온
302440,SK바이오사이언스
011790,SKC
062040,산일전기
001440,대한전선
004020,현대제철
022100,포스코DX
111770,영원무역
035250,강원랜드
036460,한국가스공사
002380,KCC
031210,서울보증보험
082740,한화엔진
017800,현대엘리베이터
052690,한전기술
097950,CJ제일제당
011170,롯데케미칼
011780,금호석유화학
009420,한올바이오파마
012750,에스원
004990,롯데지주
014680,한솔케미칼
000990,DB하이텍
012510,더존비즈온
042670,HD현대인프라코어
383220,F&F
103140,풍산
026960,동서
001450,현대해상
000240,한국앤컴퍼니
004370,농심
008930,한미사이언스
439260,대한조선
030000,제일기획
088350,한화생명
081660,미스토홀딩스
071970,HD현대마린엔진
103590,일진전기
018880,한온시스템
204320,HL만도
353200,대덕전자
051600,한전KPS
361610,SK아이이테크놀로지
139130,iM금융지주
001720,신영증권
462870,시프트업
003690,코리안리
004170,신세계
002790,아모레퍼시픽홀딩스
009970,영원무역홀딩스
489790,한화비전
139480,이마트
020150,롯데에너지머티리얼즈
069960,현대백화점
018670,SK가스
000120,CJ대한통운
004800,효성
069620,대웅제약
028670,팬오션
023530,롯데쇼핑
000155,두산우
336260,두산퓨얼셀
006040,동원산업
097230,HJ중공업
010060,OCI홀딩스
282330,BGF리테일
005850,에스엘
192820,코스맥스
007070,GS리테일
008770,호텔신라
112610,씨에스윈드
020560,아시아나항공
034230,파라다이스
085620,미래에셋생명
005070,코스모신소재
073240,금호타이어
011210,현대위아
483650,달바글로벌
267270,HD현대건설기계
006360,GS건설
006280,녹십자
457190,이수스페셜티케미컬
023590,다우기술
032350,롯데관광개발
395400,SK리츠
007310,오뚜기
161890,한국콜마
375500,DL이앤씨
051915,LG화학우
047040,대우건설
007340,DN오토모티브
00680K,미래에셋증권2우B
003090,대웅
017960,한국카본
003540,대신증권
003570,SNT다이내믹스
000080,하이트진로
000670,영풍
077970,STX엔진
294870,HDC현대산업개발
300720,한일시멘트
005440,현대지에프홀딩스
001800,오리온홀딩스
285130,SK케미칼
071320,지역난방공사
001120,LX인터내셔널
185750,종근당
000500,가온전선
415640,KB발해인프라
000815,삼성화재우
330590,롯데리츠
192080,더블유게임즈
004000,롯데정밀화학
089860,롯데렌탈
137310,에스디바이오센서
181710,NHN
100090,SK오션플랜트
120110,코오롱인더
005300,롯데칠성
280360,롯데웰푸드
082640,동양생명
009240,한샘
006120,SK디스커버리
484870,엠앤씨솔루션
365550,ESR켄달스퀘어리츠
317450,명인제약
229640,LS에코에너지
192400,쿠쿠홀딩스
030610,교보증권
001740,SK네트웍스
012630,HDC
003530,한화투자증권
030190,NICE평가정보
079160,CJ CGV
075580,세진중공업
001430,세아베스틸지주
005690,파미셀
499790,GS피앤엘
298020,효성티앤씨
004490,세방전지
114090,GKL
006650,대한유화
036530,SNT홀딩스
195870,해성디에스
003240,태광산업
093370,후성
298050,HS효성첨단소재
249420,일동제약
007810,코리아써키트
009450,경동나비엔
108320,LX세미콘
281820,케이씨텍
002030,아세아
000210,DL
066575,LG전자우
064960,SNT모티브
100840,SNT에너지
950210,프레스티지바이오파마
248070,솔루엠
381970,케이카
014820,동원시스템즈
007700,F&F홀딩스
019170,신풍제약
003850,보령
069260,TKG휴켐스
005250,녹십자홀딩스
000640,동아쏘시오홀딩스
003470,유안타증권
008730,율촌화학
001680,대상
451800,한화리츠
214320,이노션
039130,하나투어
002350,넥센타이어
071055,한국금융지주우
293940,신한알파리츠
00088K,한화3우B
079900,전진건설로봇
002840,미원상사
005180,빙그레
002020,코오롱
268280,미원에스씨
003620,KG모빌리티
057050,현대홈쇼핑
475150,SK이터닉스
00104K,CJ4우(전환)
005420,코스모화학
450140,코오롱모빌리티그룹
001570,금양
025540,한국단자
006380,카프로
001270,부국증권
383800,LX홀딩스
000370,한화손해보험
001060,JW중외제약
002960,한국쉘석유
003160,디아이
336370,솔루스첨단소재
322000,HD현대에너지솔루션
090460,비에이치
348950,제이알글로벌리츠
000400,롯데손해보험
003030,세아제강지주
377740,바이오노트
005880,대한해운
284740,쿠쿠홈시스
145720,덴티움
016590,신대양제지
017940,E1
016380,KG스틸
0120G0,삼양바이오팜
003545,대신증권우
010780,아이에스동서
456040,OCI
145990,삼양사
271940,일진하이솔루스
105630,한세실업
005810,풍산홀딩스
093050,LF
016800,퍼시스
170900,동아에스티
161000,애경케미칼
017810,풀무원
090435,아모레퍼시픽우
003300,한일홀딩스
034310,NICE
009410,태영건설
453340,현대그린푸드
001500,현대차증권
002240,고려제강
004690,삼천리
094800,맵스리얼티
178920,PI첨단소재
192650,드림텍
029530,신도리코
058650,세아홀딩스
097520,엠씨넥스
026890,스틱인베스트먼트
004700,조광피혁
000070,삼양홀딩스
006220,제주은행
005610,SPC삼립
060980,HL홀딩스
009900,명신산업
016610,DB증권
014830,유니드
033240,자화전자
005389,현대차3우B
344820,KCC글라스
072710,농심홀딩스
091810,티웨이항공
089590,제주항공
183190,아세아시멘트
357120,코람코라이프인프라리츠
002710,TCC스틸
448730,삼성FN리츠
460860,동국제강
000157,두산2우B
037270,YG PLUS
001530,DI동일
003000,부광약품
003280,흥아해운
084010,대한제강
403550,쏘카
027410,BGF
475560,더본코리아
001940,KISCO홀딩스
001390,KG케미칼
092200,디아이씨
031430,신세계인터내셔날
432320,KB스타리츠
003520,영진약품
104700,한국철강
018250,애경산업
015360,INVENI
006110,삼아알미늄
130660,한전산업
005945,NH투자증권우
034120,SBS
020000,한섬
024720,콜마홀딩스
017860,DS단석
008060,대덕
029460,케이씨
272450,진에어
126560,현대퓨처넷
003960,사조대림
084690,대상홀딩스
200880,서연이화
015860,일진홀딩스
000650,천일고속
009155,삼성전기우
005090,SGC에너지
306200,세아제강
001200,유진투자증권
194370,제이에스코퍼레이션
011930,신성이엔지
034830,한국토지신탁
009160,SIMPAC
025860,남해화학
900140,엘브이엠씨홀딩스
033270,유나이티드제약
017390,서울가스
001820,삼화콘덴서
377190,디앤디플랫폼리츠
009290,광동제약
005720,넥센
003120,일성아이에스
009680,모토닉
001510,SK증권
105840,우진
092230,KPX홀딩스
088260,이리츠코크렙
334890,이지스밸류플러스리츠
002310,아세아제지
123890,한국자산신탁
003920,남양유업
241590,화승엔터프라이즈
002320,한진
417310,코람코더원리츠
126720,수산인더스트리
286940,롯데이노베이트
012030,DB
002810,삼영무역
005500,삼진제약
006405,삼성SDI우
011760,현대코퍼레이션
007690,국도화학
000320,노루홀딩스
006340,대원전선
138490,코오롱ENP
002900,TYM
010690,화신
003220,대원제약
0030R0,대신밸류리츠
003200,일신방직
008490,서흥
096760,JW홀딩스
108670,LX하우시스
001340,PKC
122900,아이마켓코리아
035150,백산
004360,세방
013890,지누스
007160,사조산업
001790,대한제당
000680,LS네트웍스
001460,BYC
025000,KPX케미칼
226320,잇츠한불
053210,스카이라이프
003720,삼영
000490,대동
092790,넥스틸
078520,에이블씨엔씨
007570,일양약품
001630,종근당홀딩스
005950,이수화학
051905,LG생활건강우
037710,광주신세계
001750,한양증권
001130,대한제분
011500,한농화성
001230,동국홀딩스
234080,JW생명과학
010580,에스엠벡셀
000430,대원강업
000540,흥국화재
033530,SJG세종
210980,SK디앤디
003350,한국화장품제조
004980,성신양회
003610,방림
102260,동성케미컬
007460,에이프로젠
000480,CR홀딩스
102460,이연제약
000140,하이트진로홀딩스
487570,HS효성
271980,제일약품
033920,무학
035510,신세계 I&C
058430,포스코스틸리온
004430,송원산업
005010,휴스틸
000520,삼일제약
117580,대성에너지
007860,서연
339770,교촌에프앤비
044450,KSS해운
039570,HDC랩스
136490,선진
006060,화승인더
095570,AJ네트웍스
272550,삼양패키징
016580,환인제약
002150,도화엔지니어링
028100,동아지질
030210,다올투자증권
02826K,삼성물산우B
452260,한화갤러리아
004380,삼익THK
404990,신한서부티엔디리츠
005680,삼영전자
293480,하나제약
016880,웅진
003555,LG우
298690,에어부산
213500,한솔제지
101530,해태제과식품
214420,토니모리
128820,대성산업
009470,삼화전기
001045,CJ우
003547,대신증권2우B
134380,미원화학
400760,NH올원리츠
001780,알루코
001250,GS글로벌
000050,경방
053690,한미글로벌
004710,한솔테크닉스
244920,에이플러스에셋
003650,미창석유
011785,금호석유화학우
010820,퍼스텍
084680,이월드
005430,한국공항
001520,동양
014280,금강공업
100250,진양홀딩스
036420,콘텐트리중앙
097955,CJ제일제당 우
010955,S-Oil우
004090,한국석유
002100,경농
037560,LG헬로비전
071840,롯데하이마트
011000,진원생명과학
081000,일진다이아
003070,코오롱글로벌
015230,대창단조
000020,동화약품
016450,한세예스24홀딩스
009270,신원
013580,계룡건설
462520,조선내화
025820,이구산업
019680,대교
460850,동국씨엠
000300,DH오토넥스
083420,그린케미칼
018470,조일알미늄
000970,한국주철관
090350,노루페인트
002390,한독
002170,삼양통상
004560,현대비앤지스틸
123690,한국화장품
009580,무림P&P
008040,사조동아원
00279K,아모레퍼시픽홀딩스3우C
003460,유화증권
095720,웅진씽크빅
008110,대동전자
070960,모나용평
009070,KCTC
107590,미원홀딩스
003830,대한화섬
000860,강남제비스코
000390,삼화페인트
001080,만호제강
008970,KBI동양철관
000700,유수홀딩스
015890,태경산업
317400,자이에스앤디
035000,HS애드
000230,일동홀딩스
006805,미래에셋증권우
094280,효성ITX
069460,대호에이엘
004970,신라교역
078000,텔코웨어
298000,효성화학
350520,이지스레지던스리츠
031440,신세계푸드
210540,디와이파워
092220,KEC
214390,경보제약
014710,사조씨푸드
004250,NPC
024090,디씨엠
007540,샘표
027970,한국제지
002990,금호건설
363280,티와이홀딩스
012610,경인양행
033180,KH 필룩스
016710,대성홀딩스
014580,태경비케이
003480,한진중공업홀딩스
020120,키다리스튜디오
008350,남선알미늄
077500,유니퀘스트
019180,티에이치엔
002620,제일파마홀딩스
248170,샘표식품
019440,세아특수강
005800,신영와코루
044820,코스맥스비티아이
139990,아주스틸
004140,동방
089470,HDC현대EP
007110,일신석재
004080,신흥
001360,삼성제약
004150,한솔홀딩스
011690,와이투솔루션
002200,한국수출포장
079430,현대리바트
000105,유한양행우
267290,경동도시가스
120030,조선선재
005960,동부건설
267850,아시아나IDT
002460,HS화성
006660,삼성공조
214330,금호에이치티
015590,DKME
011330,유니켐
011280,태림포장
021820,세원정공
068290,삼성출판사
012320,경동인베스트
058850,KTcs
006840,AK홀딩스
004310,현대약품
003060,에이프로젠바이오로직스
014530,극동유화
017370,우신시스템
010100,한국무브넥스
063160,종근당바이오
014160,대영포장
034590,인천도시가스
007210,벽산
002220,한일철강
013570,디와이
003580,HLB글로벌
012800,대창
264900,크라운제과
017550,수산세보틱스
101140,인바이오젠
227840,현대코퍼레이션홀딩스
016740,두올
011810,STX
005870,휴니드
002450,삼익악기
001020,페이퍼코리아
03473K,SK우
013520,화승코퍼레이션
023450,동남합성
017900,광전자
396690,미래에셋글로벌리츠
010660,화천기계
085310,엔케이
005740,크라운해태홀딩스
032560,황금에스티
119650,KC코트렐
33626K,두산퓨얼셀1우
067830,세이브존I&C
011700,한신기계
014440,영보화학
000180,성창기업지주
011150,CJ씨푸드
023800,인지컨트롤스
004840,DRB동일
004960,한신공영
023000,삼원강재
014790,HL D&I
008700,아남전자
002700,신일전자
025620,제이준코스메틱
163560,동일고무벨트
004890,동일산업
006890,태경케미컬
372910,한컴라이프케어
008260,NI스틸
001560,제일연마
058860,KTis
002780,진흥기업
096775,SK이노베이션우
079980,휴비스
036580,팜스코
006490,인스코비
002720,국제약품
480370,씨케이솔루션
007980,TP
001275,부국증권우
000590,CS홀딩스
004100,태양금속
002600,조흥
007280,한국특강
006090,사조오양
003780,진양산업
010040,한국내화
010960,삼호개발
078935,GS우
111380,동인기연
338100,NH프라임리츠
009200,무림페이퍼
007590,동방아그로
005750,대림바스
011390,부산산업
012690,모나리자
002795,아모레퍼시픽홀딩스우
001470,삼부토건
006880,신송홀딩스
001380,SG글로벌
009770,삼정펄프
004830,덕성
016090,대현
004720,팜젠사이언스
055490,테이팩스
003560,IHQ
009180,한솔로지스틱스
129260,인터지스
013870,지엠비코리아
111110,호전실업
002630,오리엔트바이오
001290,상상인증권
071090,하이스틸
000220,유유제약
004540,깨끗한나라
031820,아이티센씨티에스
001260,남광토건
014990,인디에프
000850,화천기공
024900,디와이덕양
013360,일성건설
003925,남양유업우
092440,기신정기
133820,화인베스틸
000910,유니온
100220,비상교육
120115,코오롱인더우
003010,혜인
357250,미래에셋맵스리츠
004060,SG세계물산
004450,삼화왕관
072130,유엔젤
006370,대구백화점
047400,유니온머티리얼
013700,까뮤이앤씨
000950,전방
004910,조광페인트
28513K,SK케미칼우
155660,DSR
002760,보락
058730,다스코
002140,고려산업
37550L,DL이앤씨2우(전환)
378850,화승알앤에이
018500,동원금속
075180,새론오토모티브
023810,인팩
000890,보해양조
004920,씨아이테크
009190,대양금속
004410,서울식품
025560,미래산업
011300,성안머티리얼스
003080,SB성보
017180,명문제약
123700,SJM
001550,조비
010770,평화홀딩스
000760,이화산업
481850,신한글로벌액티브리츠
041650,상신브레이크
025530,SJM홀딩스
019175,신풍제약우
017040,광명전기
000725,현대건설우
004770,써니전자
011230,삼화전자
012160,영흥
009835,한화솔루션우
011420,갤럭시아에스엠
007610,선도전기
001620,케이비아이동국실업
118000,메타케어
005305,롯데칠성우
002410,범양건영
051630,진양화학
069730,DSR제강
093240,형지엘리트
002920,유성기업
004440,삼일씨엔에스
008870,금비
006980,우성
025750,한솔홈데코
001465,BYC우
090080,평화산업
006125,SK디스커버리우
008250,이건산업
004870,티웨이홀딩스
023350,한국종합기술
002880,대유에이텍
010600,웰바이오텍
021050,서원
027740,마니커
006740,블루산업개발
003475,유안타증권우
023960,에쓰씨엔지니어링
357430,마스턴프리미어리츠
003465,유화증권우
020760,일진디스플
145270,케이탑리츠
465770,STX그린로지스
37550K,DL이앤씨우
009320,아진전자부품
002360,SH에너지화학
012280,영화금속
109070,주성코퍼레이션
134790,시디즈
092780,DYP
071950,코아스
000215,DL우
000040,KR모터스
308170,씨티알모빌리티
008420,문배철강
019490,엑시큐어하이트론
009810,플레이그램
026940,부국철강
45014K,코오롱모빌리티그룹우
003535,한화투자증권우
014130,한익스프레스
002870,신풍
001210,금호전기
049800,우진플라임
005030,부산주공
012200,계양전기
006570,대림통상
005360,모나미
090370,메타랩스
074610,이엔플러스
023150,MH에탄올
084670,동양고속
33637K,솔루스첨단소재1우
003680,한성기업
446070,유니드비티플러스
005820,원림
010640,진양폴리
001070,대한방직
013000,세우글로벌
033250,체시스
001140,국보
004365,세방우
33626L,두산퓨얼셀2우B
002690,동일제강
007815,코리아써우
005320,온타이드
009140,경인전자
35320K,대덕전자1우
002420,세기상사
006200,한국전자홀딩스
002820,SUN&L
009460,한창제지
002070,비비안
024890,대원화성
143210,핸즈코퍼레이션
004270,남성
002025,코오롱우
069640,한세엠케이
145210,다이나믹디자인
011090,에넥스
024070,WISCOM
008775,호텔신라우
010400,우진아이엔에스
030720,동원수산
044380,주연테크
003495,대한항공우
005110,한창
084870,TBH글로벌
002210,동성제약
088790,진도
001420,태원물산
015020,이스타코
014910,성문전자
007120,미래아이앤지
019685,대교우B
002355,넥센타이어1우B
008600,윌비스
001685,대상우
00499K,롯데지주우
008500,일정실업
001770,SHD
005257,녹십자홀딩스2우
015260,에이엔피
009310,참엔지니어링
012170,아센디오
025890,한국주강
18064K,한진칼우
108675,LX하우시스우
009440,KC그린홀딩스
000087,하이트진로2우B
005725,넥센우
001795,대한제당우
204210,스타에스엠리츠
152550,한국ANKOR유전
33637L,솔루스첨단소재2우B
145995,삼양사우
140910,에이리츠
004255,NPC우
001067,JW중외제약2우B
38380K,LX홀딩스1우
084695,대상홀딩스우
003075,코오롱글로벌우
00806K,대덕1우
004105,태양금속우
000225,유유제약1우
001755,한양증권우
004835,덕성우
006345,대원전선우
001065,JW중외제약우
001515,SK증권우
004985,성신양회우
000325,노루홀딩스우
26490K,크라운제과우
00781K,코리아써키트2우B
014285,금강공업우
090355,노루페인트우
45226K,한화갤러리아우
000145,하이트진로홀딩스우
007575,일양약품우
36328K,티와이홀딩스우
000545,흥국화재우
014825,동원시스템즈우
005745,크라운해태홀딩스우
004545,깨끗한나라우
008355,남선알미우
000227,유유제약2우B
005965,동부건설우
012205,계양전기우
002995,금호건설우
009415,태영건설우
002785,진흥기업우B
001525,동양우
011155,CJ씨푸드1우
004415,서울식품우
001527,동양2우B
014915,성문전자우
002787,진흥기업2우B
