Code,Name,Corp_Info
005930,삼성전자,반도체 및 관련장비
000660,SK하이닉스,반도체 및 관련장비
373220,LG에너지솔루션,전자 장비 및 기기
207940,삼성바이오로직스,바이오
005380,현대차,자동차
034020,두산에너빌리티,기계
329180,HD현대중공업,조선
105560,KB금융,상업은행
012450,한화에어로스페이스,상업서비스
000270,기아,자동차
068270,셀트리온,바이오
402340,SK스퀘어,복합 산업
028260,삼성물산,복합 산업
035420,NAVER,인터넷 서비스
055550,신한지주,상업은행
042660,한화오션,조선
015760,한국전력,전력
032830,삼성생명,보험
009540,HD한국조선해양,조선
267260,HD현대일렉트릭,전기장비
012330,현대모비스,자동차부품
051910,LG화학,화학
035720,카카오,인터넷 서비스
086790,하나금융지주,상업은행
005490,POSCO홀딩스,금속 및 광물
006400,삼성SDI,전자 장비 및 기기
010130,고려아연,금속 및 광물
000810,삼성화재,보험
010140,삼성중공업,조선
064350,현대로템,운송인프라
096770,SK이노베이션,석유 및 가스
316140,우리금융지주,상업은행
009150,삼성전기,전자 장비 및 기기
138040,메리츠금융지주,증권
298040,효성중공업,전기장비
034730,SK,석유 및 가스
003670,포스코퓨처엠,화학
011200,HMM,해상운수
033780,KT&G,담배
024110,기업은행,상업은행
267250,HD현대,석유 및 가스
000150,두산,복합 산업
010120,LS ELECTRIC,전기장비
066570,LG전자,내구소비재
018260,삼성에스디에스,IT 서비스
006800,미래에셋증권,증권
030200,KT,무선통신
352820,하이브,미디어
003550,LG,복합 산업
086280,현대글로비스,육상운수
259960,크래프톤,게임 소프트웨어
042700,한미반도체,반도체 및 관련장비
017670,SK텔레콤,무선통신
326030,SK바이오팜,제약
003230,삼양식품,식료품
007660,이수페타시스,전자 장비 및 기기
047810,한국항공우주,상업서비스
323410,카카오뱅크,상업은행
278470,에이피알,개인생활용품
047050,포스코인터내셔널,무역
000100,유한양행,제약
071050,한국금융지주,증권
005830,DB손해보험,보험
010620,HD현대미포,조선
272210,한화시스템,상업서비스
443060,HD현대마린솔루션,조선
010950,S-Oil,석유 및 가스
079550,LIG넥스원,상업서비스
003490,대한항공,항공운수
005940,NH투자증권,증권
161390,한국타이어앤테크놀로지,자동차부품
090430,아모레퍼시픽,개인생활용품
000720,현대건설,건설
039490,키움증권,증권
016360,삼성증권,증권
377300,카카오페이,소비자 금융
180640,한진칼,항공운수
032640,LG유플러스,무선통신
021240,코웨이,내구소비재
029780,삼성카드,소비자 금융
034220,LG디스플레이,디스플레이 및 관련부품
000880,한화,복합 산업
006260,LS,전기장비
011070,LG이노텍,전자 장비 및 기기
128940,한미약품,제약
088980,맥쿼리인프라,운송인프라
241560,두산밥캣,기계
001040,CJ,복합 산업
078930,GS,석유 및 가스
307950,현대오토에버,IT 서비스
028050,삼성E&A,건설
066970,엘앤에프,전자 장비 및 기기
009830,한화솔루션,에너지 시설 및 서비스
454910,두산로보틱스,기계
138930,BNK금융지주,상업은행
175330,JB금융지주,상업은행
036570,엔씨소프트,게임 소프트웨어
251270,넷마블,게임 소프트웨어
062040,산일전기,전기장비
051900,LG생활건강,개인생활용품
011790,SKC,화학
271560,오리온,식료품
001440,대한전선,전기장비
111770,영원무역,섬유 및 의복
302440,SK바이오사이언스,제약
450080,에코프로머티,전자 장비 및 기기
004020,현대제철,금속 및 광물
036460,한국가스공사,가스
022100,포스코DX,IT 서비스
035250,강원랜드,호텔 및 레저
082740,한화엔진,조선
002380,KCC,건축자재
052690,한전기술,에너지 시설 및 서비스
011170,롯데케미칼,화학
017800,현대엘리베이터,기계
097950,CJ제일제당,식료품
011780,금호석유화학,화학
004990,롯데지주,복합 산업
012750,에스원,상업서비스
012510,더존비즈온,일반 소프트웨어
103140,풍산,금속 및 광물
000990,DB하이텍,반도체 및 관련장비
071970,HD현대마린엔진,조선
042670,HD현대인프라코어,기계
026960,동서,식료품
004370,농심,식료품
383220,F&F,섬유 및 의복
014680,한솔케미칼,화학
001450,현대해상,보험
000240,한국앤컴퍼니,자동차부품
103590,일진전기,전기장비
088350,한화생명,보험
030000,제일기획,미디어
008930,한미사이언스,제약
081660,미스토홀딩스,섬유 및 의복
018880,한온시스템,자동차부품
353200,대덕전자,전자 장비 및 기기
009970,영원무역홀딩스,섬유 및 의복
051600,한전KPS,전력
009420,한올바이오파마,제약
139130,iM금융지주,상업은행
001720,신영증권,증권
361610,SK아이이테크놀로지,전자 장비 및 기기
018670,SK가스,석유 및 가스
004800,효성,복합 산업
002790,아모레퍼시픽홀딩스,개인생활용품
003690,코리안리,보험
489790,한화비전,보안장비
462870,시프트업,게임 소프트웨어
139480,이마트,도소매
020150,롯데에너지머티리얼즈,전자 장비 및 기기
000120,CJ대한통운,육상운수
004170,신세계,백화점
069620,대웅제약,제약
336260,두산퓨얼셀,전자 장비 및 기기
069960,현대백화점,백화점
023530,롯데쇼핑,도소매
028670,팬오션,해상운수
204320,HL만도,자동차부품
006040,동원산업,식료품
010060,OCI홀딩스,화학
097230,HJ중공업,건설
282330,BGF리테일,도소매
192820,코스맥스,개인생활용품
005850,에스엘,자동차부품
008770,호텔신라,도소매
007070,GS리테일,도소매
112610,씨에스윈드,에너지 시설 및 서비스
020560,아시아나항공,항공운수
006360,GS건설,건설
267270,HD현대건설기계,기계
085620,미래에셋생명,보험
023590,다우기술,증권
073240,금호타이어,자동차부품
011210,현대위아,자동차부품
006280,녹십자,제약
032350,롯데관광개발,호텔 및 레저
375500,DL이앤씨,건설
457190,이수스페셜티케미컬,화학
007310,오뚜기,식료품
395400,SK리츠,부동산
005070,코스모신소재,화학
034230,파라다이스,호텔 및 레저
161890,한국콜마,개인생활용품
047040,대우건설,건설
017960,한국카본,화학
003570,SNT다이내믹스,자동차부품
007340,DN오토모티브,자동차부품
003540,대신증권,증권
003090,대웅,제약
077970,STX엔진,조선
000080,하이트진로,음료
294870,HDC현대산업개발,건설
300720,한일시멘트,건축소재
005440,현대지에프홀딩스,복합 산업
071320,지역난방공사,전력
001800,오리온홀딩스,식료품
000500,가온전선,전기장비
285130,SK케미칼,화학
000670,영풍,휴대폰 및 관련부품
001120,LX인터내셔널,무역
185750,종근당,제약
089860,롯데렌탈,호텔 및 레저
100090,SK오션플랜트,에너지 시설 및 서비스
330590,롯데리츠,부동산
004000,롯데정밀화학,화학
192080,더블유게임즈,게임 소프트웨어
137310,에스디바이오센서,의료 장비 및 서비스
006120,SK디스커버리,석유 및 가스
280360,롯데웰푸드,식료품
120110,코오롱인더,화학
181710,NHN,IT 서비스
365550,ESR켄달스퀘어리츠,부동산
229640,LS에코에너지,전기장비
003530,한화투자증권,증권
082640,동양생명,보험
005300,롯데칠성,음료
009240,한샘,내구소비재
012630,HDC,건설
075580,세진중공업,조선
030610,교보증권,증권
030190,NICE평가정보,상업서비스
005690,파미셀,바이오
192400,쿠쿠홀딩스,내구소비재
001740,SK네트웍스,복합 산업
001430,세아베스틸지주,금속 및 광물
298020,효성티앤씨,섬유 및 의복
006650,대한유화,화학
079160,CJ CGV,미디어
249420,일동제약,제약
298050,HS효성첨단소재,화학
003240,태광산업,화학
036530,SNT홀딩스,자동차부품
114090,GKL,호텔 및 레저
093370,후성,화학
004490,세방전지,자동차부품
195870,해성디에스,반도체 및 관련장비
108320,LX세미콘,반도체 및 관련장비
009450,경동나비엔,내구소비재
000210,DL,화학
002030,아세아,건축소재
064960,SNT모티브,자동차부품
248070,솔루엠,전자 장비 및 기기
281820,케이씨텍,반도체 및 관련장비
007700,F&F홀딩스,섬유 및 의복
381970,케이카,자동차
100840,SNT에너지,에너지 시설 및 서비스
014820,동원시스템즈,용기 및 포장
019170,신풍제약,제약
069260,TKG휴켐스,화학
005250,녹십자홀딩스,제약
003470,유안타증권,증권
003850,보령,제약
007810,코리아써키트,전자 장비 및 기기
000640,동아쏘시오홀딩스,제약
451800,한화리츠,부동산
950210,프레스티지바이오파마,제약
039130,하나투어,호텔 및 레저
214320,이노션,미디어
008730,율촌화학,용기 및 포장
001680,대상,식료품
002350,넥센타이어,자동차부품
450140,코오롱모빌리티그룹,자동차
005180,빙그레,식료품
293940,신한알파리츠,부동산
079900,전진건설로봇,기계
002840,미원상사,화학
268280,미원에스씨,화학
475150,SK이터닉스,에너지 시설 및 서비스
057050,현대홈쇼핑,온라인쇼핑
003620,KG모빌리티,자동차
005420,코스모화학,화학
002020,코오롱,복합 산업
001570,금양,화학
001270,부국증권,증권
000370,한화손해보험,보험
025540,한국단자,자동차부품
006380,카프로,화학
090460,비에이치,전자 장비 및 기기
003160,디아이,반도체 및 관련장비
383800,LX홀딩스,복합 산업
322000,HD현대에너지솔루션,에너지 시설 및 서비스
002960,한국쉘석유,화학
001060,JW중외제약,제약
348950,제이알글로벌리츠,부동산
336370,솔루스첨단소재,전자 장비 및 기기
017940,E1,석유 및 가스
016590,신대양제지,종이 및 목재
003030,세아제강지주,금속 및 광물
377740,바이오노트,의료 장비 및 서비스
005880,대한해운,해상운수
145720,덴티움,의료 장비 및 서비스
000400,롯데손해보험,보험
284740,쿠쿠홈시스,내구소비재
105630,한세실업,섬유 및 의복
016380,KG스틸,금속 및 광물
010780,아이에스동서,건설
456040,OCI,화학
145990,삼양사,식료품
005810,풍산홀딩스,금속 및 광물
271940,일진하이솔루스,자동차부품
034310,NICE,IT 서비스
453340,현대그린푸드,식료품
093050,LF,섬유 및 의복
017810,풀무원,식료품
016800,퍼시스,내구소비재
001500,현대차증권,증권
003300,한일홀딩스,건축소재
170900,동아에스티,제약
161000,애경케미칼,화학
094800,맵스리얼티,부동산
004690,삼천리,가스
002240,고려제강,금속 및 광물
009410,태영건설,건설
178920,PI첨단소재,화학
097520,엠씨넥스,휴대폰 및 관련부품
192650,드림텍,휴대폰 및 관련부품
029530,신도리코,사무기기
000070,삼양홀딩스,화학
058650,세아홀딩스,금속 및 광물
006220,제주은행,상업은행
004700,조광피혁,섬유 및 의복
026890,스틱인베스트먼트,창업투자 및 종금
009900,명신산업,자동차부품
183190,아세아시멘트,건축소재
072710,농심홀딩스,식료품
014830,유니드,화학
091810,티웨이항공,항공운수
016610,DB증권,증권
005610,SPC삼립,식료품
357120,코람코라이프인프라리츠,부동산
344820,KCC글라스,건축자재
089590,제주항공,항공운수
448730,삼성FN리츠,부동산
460860,동국제강,금속 및 광물
002710,TCC스틸,금속 및 광물
060980,HL홀딩스,자동차부품
033240,자화전자,통신장비
037270,YG PLUS,미디어
003000,부광약품,제약
003280,흥아해운,해상운수
403550,쏘카,호텔 및 레저
027410,BGF,화학
084010,대한제강,금속 및 광물
475560,더본코리아,호텔 및 레저
432320,KB스타리츠,부동산
001940,KISCO홀딩스,금속 및 광물
001390,KG케미칼,자동차
130660,한전산업,에너지 시설 및 서비스
104700,한국철강,금속 및 광물
018250,애경산업,개인생활용품
001530,DI동일,섬유 및 의복
031430,신세계인터내셔날,섬유 및 의복
015360,INVENI,가스
003520,영진약품,제약
034120,SBS,미디어
024720,콜마홀딩스,개인생활용품
015860,일진홀딩스,전기장비
020000,한섬,섬유 및 의복
008060,대덕,전자 장비 및 기기
272450,진에어,항공운수
017860,DS단석,화학
084690,대상홀딩스,식료품
126560,현대퓨처넷,개인생활용품
003960,사조대림,식료품
001200,유진투자증권,증권
006110,삼아알미늄,금속 및 광물
306200,세아제강,금속 및 광물
034830,한국토지신탁,부동산
011930,신성이엔지,반도체 및 관련장비
029460,케이씨,반도체 및 관련장비
005090,SGC에너지,에너지 시설 및 서비스
200880,서연이화,자동차부품
105840,우진,기계
194370,제이에스코퍼레이션,섬유 및 의복
025860,남해화학,화학
001820,삼화콘덴서,전기장비
009160,SIMPAC,금속 및 광물
017390,서울가스,가스
033270,유나이티드제약,제약
001510,SK증권,증권
009290,광동제약,제약
377190,디앤디플랫폼리츠,부동산
003120,일성아이에스,제약
334890,이지스밸류플러스리츠,부동산
003920,남양유업,식료품
088260,이리츠코크렙,부동산
900140,엘브이엠씨홀딩스,자동차
005720,넥센,자동차부품
092230,KPX홀딩스,화학
123890,한국자산신탁,부동산
002310,아세아제지,종이 및 목재
009680,모토닉,자동차부품
002320,한진,육상운수
241590,화승엔터프라이즈,섬유 및 의복
006340,대원전선,전기장비
286940,롯데이노베이트,IT 서비스
126720,수산인더스트리,에너지 시설 및 서비스
011760,현대코퍼레이션,무역
007690,국도화학,화학
002810,삼영무역,화학
138490,코오롱ENP,화학
012030,DB,IT 서비스
000320,노루홀딩스,건축자재
005500,삼진제약,제약
417310,코람코더원리츠,부동산
092200,디아이씨,자동차부품
003220,대원제약,제약
002900,TYM,기계
010690,화신,자동차부품
108670,LX하우시스,건축자재
003200,일신방직,섬유 및 의복
092790,넥스틸,금속 및 광물
001340,PKC,화학
035150,백산,섬유 및 의복
096760,JW홀딩스,제약
122900,아이마켓코리아,온라인쇼핑
008490,서흥,제약
013890,지누스,내구소비재
004360,세방,육상운수
000650,천일고속,육상운수
001790,대한제당,식료품
053210,스카이라이프,미디어
025000,KPX케미칼,화학
000490,대동,기계
001460,BYC,섬유 및 의복
007570,일양약품,제약
078520,에이블씨엔씨,개인생활용품
226320,잇츠한불,개인생활용품
000680,LS네트웍스,증권
007160,사조산업,식료품
487570,HS효성,복합 산업
037710,광주신세계,백화점
001630,종근당홀딩스,제약
003720,삼영,화학
005950,이수화학,화학
000540,흥국화재,보험
001130,대한제분,식료품
001750,한양증권,증권
234080,JW생명과학,제약
004980,성신양회,건축소재
011500,한농화성,화학
210980,SK디앤디,부동산
102260,동성케미컬,화학
000430,대원강업,자동차부품
001230,동국홀딩스,금속 및 광물
000140,하이트진로홀딩스,음료
033530,SJG세종,자동차부품
003610,방림,섬유 및 의복
000480,CR홀딩스,금속 및 광물
033920,무학,음료
003350,한국화장품제조,개인생활용품
102460,이연제약,제약
035510,신세계 I&C,IT 서비스
010580,에스엠벡셀,자동차부품
058430,포스코스틸리온,금속 및 광물
005010,휴스틸,금속 및 광물
007460,에이프로젠,제약
000520,삼일제약,제약
117580,대성에너지,가스
339770,교촌에프앤비,식료품
044450,KSS해운,해상운수
007860,서연,자동차부품
136490,선진,식료품
004430,송원산업,화학
016880,웅진,미디어
039570,HDC랩스,건설
272550,삼양패키징,용기 및 포장
030210,다올투자증권,증권
002150,도화엔지니어링,건설
006060,화승인더,섬유 및 의복
028100,동아지질,건설
016580,환인제약,제약
271980,제일약품,제약
004380,삼익THK,기계
404990,신한서부티엔디리츠,부동산
095570,AJ네트웍스,운송인프라
128820,대성산업,석유 및 가스
005680,삼영전자,전기장비
452260,한화갤러리아,백화점
293480,하나제약,제약
298690,에어부산,항공운수
213500,한솔제지,종이 및 목재
001520,동양,건축소재
134380,미원화학,화학
009470,삼화전기,전자 장비 및 기기
001250,GS글로벌,무역
053690,한미글로벌,건설
244920,에이플러스에셋,보험
214420,토니모리,개인생활용품
010820,퍼스텍,상업서비스
001780,알루코,금속 및 광물
004710,한솔테크닉스,전자 장비 및 기기
000050,경방,섬유 및 의복
400760,NH올원리츠,부동산
101530,해태제과식품,식료품
003650,미창석유,화학
084680,이월드,섬유 및 의복
005430,한국공항,항공운수
100250,진양홀딩스,화학
014280,금강공업,건축자재
037560,LG헬로비전,미디어
002100,경농,화학
036420,콘텐트리중앙,미디어
011000,진원생명과학,바이오
071840,롯데하이마트,도소매
015230,대창단조,기계
004090,한국석유,화학
003070,코오롱글로벌,건설
081000,일진다이아,금속 및 광물
000020,동화약품,제약
016450,한세예스24홀딩스,섬유 및 의복
009270,신원,섬유 및 의복
019680,대교,교육
462520,조선내화,금속 및 광물
000970,한국주철관,금속 및 광물
013580,계룡건설,건설
000300,DH오토넥스,자동차부품
090350,노루페인트,건축자재
008970,KBI동양철관,금속 및 광물
004560,현대비앤지스틸,금속 및 광물
002390,한독,제약
070960,모나용평,호텔 및 레저
460850,동국씨엠,금속 및 광물
123690,한국화장품,개인생활용품
002170,삼양통상,섬유 및 의복
025820,이구산업,금속 및 광물
083420,그린케미칼,화학
018470,조일알미늄,금속 및 광물
095720,웅진씽크빅,교육
009580,무림P&P,종이 및 목재
008040,사조동아원,식료품
008110,대동전자,전자 장비 및 기기
003830,대한화섬,화학
003460,유화증권,증권
107590,미원홀딩스,화학
000390,삼화페인트,건축자재
001080,만호제강,금속 및 광물
031440,신세계푸드,식료품
009070,KCTC,육상운수
000860,강남제비스코,건축자재
069460,대호에이엘,금속 및 광물
000230,일동홀딩스,제약
000700,유수홀딩스,해상운수
015890,태경산업,복합 산업
094280,효성ITX,상업서비스
298000,효성화학,화학
078000,텔코웨어,일반 소프트웨어
004970,신라교역,식료품
350520,이지스레지던스리츠,부동산
035000,HS애드,미디어
210540,디와이파워,기계
317400,자이에스앤디,건설
007540,샘표,식료품
004250,NPC,용기 및 포장
024090,디씨엠,금속 및 광물
092220,KEC,반도체 및 관련장비
214390,경보제약,제약
027970,한국제지,종이 및 목재
003480,한진중공업홀딩스,가스
002990,금호건설,건설
033180,KH 필룩스,전자 장비 및 기기
016710,대성홀딩스,가스
014580,태경비케이,화학
020120,키다리스튜디오,미디어
008350,남선알미늄,금속 및 광물
014710,사조씨푸드,식료품
019440,세아특수강,금속 및 광물
248170,샘표식품,식료품
077500,유니퀘스트,반도체 및 관련장비
044820,코스맥스비티아이,식료품
001360,삼성제약,제약
004140,동방,운송인프라
005800,신영와코루,섬유 및 의복
007110,일신석재,건축소재
363280,티와이홀딩스,호텔 및 레저
089470,HDC현대EP,자동차부품
004150,한솔홀딩스,복합 산업
005960,동부건설,건설
004080,신흥,의료 장비 및 서비스
139990,아주스틸,금속 및 광물
002620,제일파마홀딩스,제약
267290,경동도시가스,가스
079430,현대리바트,내구소비재
002200,한국수출포장,용기 및 포장
120030,조선선재,금속 및 광물
267850,아시아나IDT,IT 서비스
015590,DKME,기계
011280,태림포장,용기 및 포장
058850,KTcs,상업서비스
011330,유니켐,섬유 및 의복
012320,경동인베스트,금속 및 광물
068290,삼성출판사,미디어
002460,HS화성,건설
214330,금호에이치티,자동차부품
006840,AK홀딩스,화학
021820,세원정공,자동차부품
101140,인바이오젠,전자 장비 및 기기
012610,경인양행,화학
063160,종근당바이오,제약
006660,삼성공조,자동차부품
014530,극동유화,석유 및 가스
004310,현대약품,제약
003060,에이프로젠바이오로직스,제약
034590,인천도시가스,가스
007210,벽산,건축자재
264900,크라운제과,식료품
011690,와이투솔루션,전자 장비 및 기기
010100,한국무브넥스,자동차부품
017550,수산세보틱스,기계
001020,페이퍼코리아,종이 및 목재
012800,대창,금속 및 광물
014160,대영포장,용기 및 포장
002220,한일철강,금속 및 광물
013570,디와이,기계
017370,우신시스템,자동차부품
227840,현대코퍼레이션홀딩스,식료품
019180,티에이치엔,자동차부품
003580,HLB글로벌,도소매
011810,STX,무역
002450,삼익악기,레저용품
005870,휴니드,상업서비스
016740,두올,자동차부품
013520,화승코퍼레이션,자동차부품
023450,동남합성,화학
396690,미래에셋글로벌리츠,부동산
017900,광전자,전자 장비 및 기기
085310,엔케이,조선
010660,화천기계,기계
032560,황금에스티,금속 및 광물
025620,제이준코스메틱,개인생활용품
119650,KC코트렐,상업서비스
005740,크라운해태홀딩스,식료품
011700,한신기계,기계
004960,한신공영,건설
000180,성창기업지주,종이 및 목재
014790,HL D&I,건설
023000,삼원강재,자동차부품
011150,CJ씨푸드,식료품
004840,DRB동일,화학
023800,인지컨트롤스,자동차부품
067830,세이브존I&C,백화점
008700,아남전자,내구소비재
002700,신일전자,내구소비재
014440,영보화학,화학
163560,동일고무벨트,화학
058860,KTis,상업서비스
008260,NI스틸,건축자재
002780,진흥기업,건설
004890,동일산업,금속 및 광물
079980,휴비스,섬유 및 의복
007980,TP,섬유 및 의복
006890,태경케미컬,화학
007280,한국특강,금속 및 광물
001560,제일연마,금속 및 광물
002720,국제약품,제약
006490,인스코비,무선통신
036580,팜스코,식료품
000590,CS홀딩스,금속 및 광물
002600,조흥,식료품
003780,진양산업,화학
004100,태양금속,자동차부품
006090,사조오양,식료품
005750,대림바스,건축자재
010960,삼호개발,건설
338100,NH프라임리츠,부동산
010040,한국내화,금속 및 광물
009200,무림페이퍼,종이 및 목재
007590,동방아그로,화학
111380,동인기연,섬유 및 의복
011390,부산산업,건축소재
012690,모나리자,가정생활용품
001470,삼부토건,건설
006880,신송홀딩스,식료품
001380,SG글로벌,자동차부품
016090,대현,섬유 및 의복
004830,덕성,섬유 및 의복
003560,IHQ,미디어
055490,테이팩스,전자 장비 및 기기
009180,한솔로지스틱스,육상운수
009770,삼정펄프,가정생활용품
129260,인터지스,해상운수
004720,팜젠사이언스,제약
071090,하이스틸,금속 및 광물
001290,상상인증권,증권
111110,호전실업,섬유 및 의복
013870,지엠비코리아,자동차부품
004540,깨끗한나라,종이 및 목재
372910,한컴라이프케어,의료 장비 및 서비스
001260,남광토건,건설
000220,유유제약,제약
013360,일성건설,건설
014990,인디에프,섬유 및 의복
000850,화천기공,기계
031820,아이티센씨티에스,IT 서비스
024900,디와이덕양,자동차부품
133820,화인베스틸,금속 및 광물
004060,SG세계물산,섬유 및 의복
092440,기신정기,기계
003010,혜인,기계
100220,비상교육,교육
000910,유니온,건축소재
002630,오리엔트바이오,바이오
357250,미래에셋맵스리츠,부동산
006370,대구백화점,백화점
004450,삼화왕관,용기 및 포장
072130,유엔젤,IT 서비스
013700,까뮤이앤씨,건설
004910,조광페인트,건축자재
002140,고려산업,식료품
155660,DSR,금속 및 광물
002760,보락,식료품
011300,성안머티리얼스,섬유 및 의복
018500,동원금속,자동차부품
009190,대양금속,금속 및 광물
058730,다스코,건축자재
378850,화승알앤에이,자동차부품
047400,유니온머티리얼,자동차부품
023810,인팩,자동차부품
000890,보해양조,음료
075180,새론오토모티브,자동차부품
000950,전방,섬유 및 의복
004410,서울식품,식료품
025560,미래산업,반도체 및 관련장비
003080,SB성보,화학
001550,조비,화학
017180,명문제약,제약
004920,씨아이테크,IT 서비스
017040,광명전기,전기장비
123700,SJM,자동차부품
025530,SJM홀딩스,자동차부품
041650,상신브레이크,자동차부품
481850,신한글로벌액티브리츠,부동산
004770,써니전자,전자 장비 및 기기
051630,진양화학,화학
012160,영흥,금속 및 광물
010770,평화홀딩스,자동차부품
011230,삼화전자,전기장비
011420,갤럭시아에스엠,레저용품
008870,금비,용기 및 포장
007610,선도전기,전기장비
004440,삼일씨엔에스,건축소재
001620,케이비아이동국실업,자동차부품
002410,범양건영,건설
002920,유성기업,자동차부품
118000,메타케어,제약
069730,DSR제강,금속 및 광물
025750,한솔홈데코,종이 및 목재
090080,평화산업,자동차부품
004870,티웨이홀딩스,건축자재
093240,형지엘리트,섬유 및 의복
006740,블루산업개발,종이 및 목재
006980,우성,식료품
023350,한국종합기술,건설
023960,에쓰씨엔지니어링,건설
008250,이건산업,종이 및 목재
010600,웰바이오텍,해상운수
027740,마니커,식료품
002880,대유에이텍,자동차부품
021050,서원,금속 및 광물
357430,마스턴프리미어리츠,부동산
071950,코아스,내구소비재
020760,일진디스플,디스플레이 및 관련부품
145270,케이탑리츠,부동산
465770,STX그린로지스,해상운수
009320,아진전자부품,자동차부품
084670,동양고속,육상운수
092780,DYP,자동차부품
012280,영화금속,자동차부품
010640,진양폴리,화학
134790,시디즈,내구소비재
109070,주성코퍼레이션,해상운수
002360,SH에너지화학,화학
308170,씨티알모빌리티,자동차부품
008420,문배철강,금속 및 광물
019490,엑시큐어하이트론,보안장비
009810,플레이그램,도소매
026940,부국철강,금속 및 광물
000040,KR모터스,자동차
014130,한익스프레스,육상운수
002870,신풍,종이 및 목재
049800,우진플라임,기계
005030,부산주공,자동차부품
012200,계양전기,자동차부품
074610,이엔플러스,기계
090370,메타랩스,상업서비스
005360,모나미,상업서비스
001210,금호전기,디스플레이 및 관련부품
023150,MH에탄올,음료
003680,한성기업,식료품
446070,유니드비티플러스,건축자재
006570,대림통상,건축자재
013000,세우글로벌,화학
001070,대한방직,섬유 및 의복
000760,이화산업,화학
005820,원림,용기 및 포장
001140,국보,육상운수
033250,체시스,자동차부품
002690,동일제강,금속 및 광물
005320,온타이드,섬유 및 의복
009140,경인전자,전자 장비 및 기기
024890,대원화성,섬유 및 의복
143210,핸즈코퍼레이션,자동차부품
006200,한국전자홀딩스,반도체 및 관련장비
009460,한창제지,종이 및 목재
004270,남성,전자 장비 및 기기
145210,다이나믹디자인,자동차부품
002820,SUN&L,종이 및 목재
069640,한세엠케이,섬유 및 의복
010400,우진아이엔에스,기계
011090,에넥스,내구소비재
044380,주연테크,컴퓨터 및 주변기기
002070,비비안,섬유 및 의복
024070,WISCOM,화학
002420,세기상사,석유 및 가스
030720,동원수산,식료품
084870,TBH글로벌,섬유 및 의복
005110,한창,부동산
002210,동성제약,제약
088790,진도,섬유 및 의복
001420,태원물산,자동차부품
014910,성문전자,전기장비
007120,미래아이앤지,IT 서비스
015020,이스타코,부동산
008500,일정실업,자동차부품
001770,SHD,금속 및 광물
009310,참엔지니어링,디스플레이 및 관련부품
008600,윌비스,섬유 및 의복
015260,에이엔피,전자 장비 및 기기
025890,한국주강,금속 및 광물
012170,아센디오,미디어
102280,쌍방울,섬유 및 의복
009440,KC그린홀딩스,상업서비스
204210,스타에스엠리츠,부동산
152550,한국ANKOR유전,석유 및 가스
140910,에이리츠,부동산
